,City,ID,State,height,weight
2197,Belle Glade,4395, FL,6.0,195.0
2198,New Britain,4397, CT,6.0,175.0
2199,Jackson,4399, MS,6.0,190.0
2200,Chester,4401, PA,6.05,245.0
2201,Fort Worth,4403, TX,6.04,285.0
2202,Toronto,4405, ON,6.0,254.0
2203,Winnipeg,4407, MB,6.03,246.0
2204,Antioch,4409, TN,6.0,190.0
2205,Houston,4411, TX,5.05,163.0
2206,Marshall,4413, TX,5.07,165.0
2207,La Marque,4415, TX,6.01,180.0
2208,Portland,4417, OR,6.03,215.0
2209,Washington,4419, DC,6.0,224.0
2210,Tampa,4421, FL,6.03,217.0
2211,Tampa,4423, FL,6.0,191.0
2212,Dallas,4425, TX,5.1,229.0
2213,McCalla,4427, AL,6.02,199.0
2214,Tacoma,4429, WA,6.0,199.0
2215,Saint James,4431, JM,6.03,215.0
2216,Miami,4433, FL,6.01,195.0
2217,Montréal,4435, QC,6.02,209.0
2218,Uniondale,4437, NY,5.1,200.0
2219,Mobile,4439, AB,6.02,205.0
2220,Tucker,4441, GA,6.0,180.0
2221,Oakland,4443, CA,6.04,195.0
2222,Lumberton,4445, MS,5.09,190.0
2223,Pensacola,4447, FL,6.02,190.0
2224,El Dorado,4449, AR,6.02,236.0
2225,Orangeburg,4451, SC,6.02,285.0
2226,Montesano,4453, WA,5.1,230.0
2227,Moreno Valley,4455, CA,6.08,310.0
2228,Lafayette,4457, LA,5.1,180.0
2229,Waldorf,4459, MD,6.03,247.0
2230,Galveston,4461, TX,6.03,248.0
2231,South Upland,4463, CA,5.11,170.0
2232,Shakopee,4465, MN,6.02,220.0
2233,Laurel,4467, MS,6.04,196.0
2234,Scarborough,4469, ON,6.02,215.0
2235,Raymond,4471, AB,6.06,295.0
2237,Montreal,4475, PQ,6.01,182.0
2239,Calgary,4479, AB,6.03,290.0
2240,Toronto,4481, ON,6.03,300.0
2241,Hamilton,4483, ON,6.01,345.0
2242,Toronto,4485, ON,6.01,180.0
2243,Niagara Falls,4487, ON,6.03,185.0
2244,Philadelphia,4489, PA,6.0,183.0
2245,Vancouver,4491, BC,6.0,225.0
2246,Toronto,4493, ON,6.04,275.0
2247,London,4495, ON,6.04,250.0
2248,Arden,4497, NC,6.0,203.0
2249,Riverdale,4499, GA,6.04,309.0
2250,Caracas,4501, VE,5.11,197.0
2251,Montreal,4503, QC,6.01,303.0
2253,Pacoima,4507, CA,5.11,195.0
2254,New Orleans,4509, LA,6.07,318.0
2255,St. James,4511, JM,6.03,270.0
2256,Toronto,4513, ON,6.02,220.0
2257,Ponchatoula,4515, LA,6.03,283.0
2258,Humboldt,4517, SK,6.03,310.0
2259,Laval,4519, QC,6.0,200.0
2260,Kitchener,4521, ON,6.01,220.0
2261,Fremont,4523, CA,5.06,185.0
2262,Trenton,4525, NJ,5.1,185.0
2264,Jasper,4529, FL,6.02,210.0
2266,Kansas City,4533, MO,6.01,260.0
2268,West Seneca,4537, NY,6.06,225.0
2269,Rialto,4539, CA,5.11,180.0
2270,Auckland,4541, New Zealand,6.04,288.0
2271,Ashley ,4543, MI,6.05,303.0
2272,LaGrange,4545, GA,5.09,169.0
2274,Bristol,4549, CT,6.02,237.0
2275,Fostoria,4551, OH,5.09,185.0
2276,Puslinch,4553, ON,5.1,205.0
2277,Utica,4555, NY,5.07,195.0
2278,Huger,4557, SC,6.01,245.0
2279,Dallas,4559, TX,5.09,190.0
2280,Dallas,4561, TX,6.02,205.0
2281,Gastonia,4563, NC,5.08,168.0
2282,New Orleans,4565, LA,6.02,187.0
2283,Hampton,4567, VA,6.0,206.0
2284,Dodge City,4569, KS,6.05,290.0
2285,Crow Agency,4571, MT,6.0,198.0
2286,Moss Point,4573, MS,5.1,188.0
2287,Houston,4575, TX,5.11,180.0
2288,Gainesville,4577, GA,6.06,285.0
2289,Chatham,4579, ON,6.04,220.0
2290,Milford,4581, MI,6.01,227.0
2291,Toronto,4583, ON,6.0,210.0
2292,Thomas,4585, GA,6.05,216.0
2293,Brandenton,4587, FL,5.11,175.0
2294,St. Petersburg,4589, FL,5.07,191.0
2295,Dallas,4591, TX,5.1,180.0
2297,Liberty,4595, MO,5.11,198.0
2298,Folston,4597, GA,6.06,272.0
2299,Fort Lauderdale,4599, Fla,6.01,182.0
2300,St. Louis,4601, MO,6.04,265.0
2301,Santa Rosa,4603, CA,6.04,220.0
2302,Tampa,4605, FL,5.1,162.0
2303,New Carrolton,4607, MD,5.08,197.0
2304,Pasadena,4609, CA,6.0,189.0
2305,Searcy,4611, AR,6.05,191.0
2307,St. Louis,4615, MO,6.04,240.0
2308,La Marque,4617, TX,6.03,223.0
2309,Memphis,4619, TN,6.0,234.0
2311,Long Beach,4623, CA,6.02,244.0
2313,Kansas City,4627, MO,6.0,205.0
2314,Tustin,4629, CA,6.0,186.0
2315,Pensacola,4631, FL,6.01,223.0
2316,Mayo,4633, MA,6.06,315.0
2317,Chantilly,4635, VA,5.1,185.0
2318,Highlands Ranch,4637, CO,6.06,324.0
2319,Greensburg,4639, PA,6.01,185.0
2320,Macclenny,4641, FL,6.0,245.0
2321,Phenix City,4643, AL,6.04,210.0
2322,Gloster,4645, MI,6.02,253.0
2323,New Orleans,4647, LA,6.05,230.0
2324,Vancouver,4649, BC,6.01,198.0
2325,Snelville,4651, GA,5.1,173.0
2326,Texas City,4653, TX,6.01,189.0
2327,Hugo,4655, OK,6.05,292.0
2328,Cleveland,4657, OH,6.05,285.0
2329,Cleveland,4659, OH,6.04,245.0
2330,Long Beach,4661, CA,6.02,209.0
2331,Euclid,4663, OH,5.09,192.0
2332,Marrero,4665, LA,5.11,205.0
2333,Garden City,4667, NY,6.05,302.0
2334,Regina,4669, SK,6.0,182.0
2335,Jacksonville,4671, FL,5.09,194.0
2336,Daytona Beach,4673, FL,5.11,235.0
2337,Langley,4675, BC,6.0,220.0
2338,Carrollton,4677, AL,6.01,205.0
2339,Macon,4679, GA,6.05,278.0
2340,Shreveport,4681, LA,5.09,191.0
2341,Eustis,4683, FL,5.1,192.0
2342,Gainesville,4685, FL,6.02,205.0
2343,Verdun,4687, QC,6.05,320.0
2344,Billings,4689, MT,6.06,263.0
2345,Edmonton,4691, AB,5.11,186.0
2346,Moose Jaw,4693, SK,6.03,196.0
2347,Burnaby,4695, BC,5.1,200.0
2348,Lake Park,4697, FL,6.04,250.0
2349,Anchorage,4699, AK,6.03,270.0
2350,Waco,4701, TX,6.0,229.0
2351,Macclenny,4703, FL,6.0,245.0
2352,Macon,4705, GA,6.05,278.0
2353,Folkston,4707, GA,5.1,202.0
2354,Los Angeles,4709, CA,6.03,215.0
2355,Waynesfield,4711, OH,5.11,191.0
2356,Villa Rica,4713, GA,6.03,261.0
2357,Toombs County,4715, GA,6.03,254.0
2358,Antelope,4717, CA,6.02,290.0
2359,Galena Park,4719, TX,6.02,285.0
2360,Aurora,4721, CO,6.03,250.0
2361,Farmington Hills,4723, MI,6.01,190.0
2362,Tallahassee,4725, FL,6.03,200.0
2363,Laurinburg,4727, NC,6.01,200.0
2364,Moose Jaw,4729, SK,6.05,300.0
2365,Long Beach,4731, CA,5.09,170.0
2366,Cleveland,4733, OH,6.05,254.0
2367,Langley,4735, BC,6.01,214.0
2368,Regina,4737, SK,5.11,190.0
2369,Saskatoon,4739, SK,5.11,190.0
2370,San Jose,4741, Costa Rica,6.0,211.0
2371,Aiken,4743, SC,6.0,197.0
2372,Montreal,4745, PQ,6.02,257.0
2373,Miami,4747, FL,5.09,205.0
2374,Monroe,4749, LA,6.01,310.0
2375,Gilette,4751, WY,6.06,305.0
2376,Montreal,4753, PQ,6.02,258.0
2377,Spring Lake Park,4755, MN,6.03,232.0
2378,Hutchinson,4757, MN,6.06,290.0
2379,Melbourne,4759, FL,6.03,240.0
2380,Upper Darby,4761, PA,6.01,228.0
2381,Courtland,4763, AL,6.02,203.0
2382,Charlotte,4765, NC,6.06,320.0
2383,Dade Co.,4767, FL,5.09,175.0
2384,Pine Bluff,4769, AR,6.0,208.0
2385,Delray Beach,4771, FL,5.11,188.0
2386,Newark,4773, NJ,6.01,198.0
2387,Oakland,4775, CA,5.08,195.0
2388,Hartford,4777, CT,5.11,208.0
2389,Stockton,4779, CA,6.01,216.0
2390,Norfolk,4781, VA,6.01,209.0
2391,Columbus,4783, GA,6.03,225.0
2392,Georgetown,4785, ON,6.06,310.0
2393,Charleston,4787, SC,6.03,204.0
2394,Daly City,4789, CA,6.01,210.0
2395,Hampton,4791, VA,6.0,196.0
2396,Laguna Beach,4793, CA,6.03,207.0
2397,Randolph,4795, NJ,6.04,221.0
2398,Athens,4797, GA,6.01,235.0
2399,Staten Island,4799, NY,6.0,227.0
2400,New York,4801, NY,6.01,235.0
2401,East Orange,4803, NJ,6.02,225.0
2402,Cincinnati,4805, OH,5.11,232.0
2403,Catawba,4807, NC,6.04,213.0
2404,Lakewood,4809, CO,6.02,252.0
2405,Mount Juliet,4811, TN,6.04,225.0
2406,Compton,4813, CA,6.02,235.0
2407,Hampton,4815, VA,6.05,260.0
2408,St. Anselme,4817, QC,6.05,300.0
2409,Kelowna,4819, BC,6.03,250.0
2410,Laval,4821, QC,6.02,230.0
2411,Whittier,4823, CA,5.1,193.0
2412,Long Beach,4825, CA,5.1,184.0
2413,Waldo,4827, OH,6.03,212.0
2414,Monrovia,4829, Liberia,6.01,293.0
2415,Flossmoor,4831, IL,6.04,300.0
2416,Sumter,4833, SC,5.11,194.0
2417,College Park,4835, GA,6.02,265.0
2418,Chesapeake,4837, VA,6.02,270.0
2419,Washington,4839, DC,6.03,270.0
2420,Massillon,4841, OH,6.05,250.0
2421,Cleveland,4843, OH,6.01,261.0
2422,Traverse City,4845, MI,6.0,225.0
2423,Chesterfield ,4847, VA,5.1,190.0
2424,Shreveport,4849, LA,5.11,190.0
2425,Stanford,4851, CT,6.02,240.0
2426,Cincinnati,4853, OH,6.01,240.0
2427,San Francisco,4855, CA,5.11,214.0
2428,San Francisco,4857, CA,5.1,221.0
2429,Medicine Hat,4859, AB,6.03,292.0
2430,San Jose,4861, CA,6.04,253.0
2431,Richmond,4863, VA,6.02,292.0
2432,St. Petersburg,4865, FL,5.1,181.0
2434,Fort Myers,4869, FL,5.08,180.0
2435,Westlake Village,4871, CA,6.03,253.0
2437,Carthage,4875, TX,6.05,282.0
2438,West Palm Beach,4877, FL,6.0,203.0
2439,Atlanta,4879, GA,5.08,195.0
2440,Ottawa,4881, ON,6.0,195.0
2441,Charlotte,4883, NC,5.09,170.0
2442,Marietta,4885, GA,6.0,183.0
2443,Atlanta,4887, GA,6.02,193.0
2444,Waco,4889, TX,5.11,191.0
2445,Orlando,4891, FL,6.04,300.0
2447,Bryan,4895, TX,5.09,200.0
2448,Lakeland,4897, FL,5.11,175.0
2449,Clarksville,4899, TN,6.0,202.0
2450,Montego Bay,4901, JM  ,5.1,201.0
2451,Fort Pierce,4903, FL,5.11,179.0
2452,Toronto,4905, ON,6.03,220.0
2454,Surrey,4909, BC,6.01,220.0
2455,Barrie,4911, ON,6.03,220.0
2456,South Woodslee,4913, ON,6.03,205.0
2457,Kelowna,4915, BC,6.02,205.0
2458,Grimsby,4917, ON,6.02,202.0
2459,Moncton,4919, NB,5.1,183.0
2460,Edmonton,4921, AB,6.0,180.0
2461,Saskatoon,4923, SK,6.02,216.0
2462,Thurso,4925, QC,6.02,205.0
2463,Regina,4927, SK,6.0,200.0
2464,Mississauga,4929, ON,5.1,189.0
2465,Edmonton,4931, AB,5.11,189.0
2466,Regina,4933, SK,5.11,181.0
2467,Toronto,4935, ON,5.09,189.0
2468,Delta,4937, BC,6.04,220.0
2469,Sherwood Park,4939, AB,6.0,185.0
2470,Midhurst,4941, ON,6.01,246.0
2471,Saint-Flavie,4943, QC,6.02,240.0
2472,Brossard,4945, QC,5.1,205.0
2473,LaSalle,4947, ON,5.11,195.0
2474,Trois-Riviere,4949, QC,6.01,215.0
2475,Langley,4951, BC,6.01,215.0
2476,Ipatinga,4953, BR,5.11,221.0
2477,Edmonton,4955, AB,6.01,215.0
2478,Calgary,4957, AB,6.01,231.0
2479,Montreal,4959, QC,6.01,235.0
2480,Laval,4961, QC,6.01,240.0
2481,Rouyn-Noranda,4963, QC,6.01,225.0
2482,Calgary,4965, AB,6.06,295.0
2483,Regina,4967, SK,6.04,310.0
2484,Oro Station,4969, ON,6.0,275.0
2485,Hamilton,4971, ON,6.04,315.0
2486,Napanee,4973, ON,6.04,300.0
2487,Chateauguay,4975, QC,6.03,317.0
2488,North Delta,4977, BC,6.07,300.0
2489,Parksville,4979, BC,6.06,284.0
2490,Tecumseh,4981, ON,6.04,185.0
2491,Toronto,4983, ON,6.03,219.0
2492,St-Jean-sur-Richelieu,4985, QC,6.04,211.0
2493,Mississauga,4987, ON,6.01,200.0
2494,LaSalle,4989, ON,6.02,205.0
2495,Belgrade,4991, RS,6.02,218.0
2496,Mississauga,4993, ON,5.09,170.0
2497,Thunder Bay,4995, ON,6.02,270.0
2498,Toronto,4997, ON,6.03,235.0
2499,Montreal,4999, QC,6.03,250.0
2500,Oshawa,5001, ON,6.02,246.0
2501,London,5003, ON,6.04,259.0
2502,Thunder Bay,5005, ON,6.03,230.0
2503,Thunder Bay,5007, ON,6.01,300.0
2504,Douglas,5009, NB,6.02,274.0
2505,London,5011, ON,6.01,303.0
2507,San Diego,5015, CA,5.1,188.0
2510,Highland Springs,5021, VA,6.0,200.0
2512,Pauls Valley,5025, OK,5.09,186.0
2513,Burbank,5027, CA,6.02,232.0
2514,Santa Ana,5029, CA,6.07,325.0
2515,Oakville,5031, ON,5.1,190.0
2516,Las Vegas,5033, NV,5.1,195.0
2517,Bellflower,5035, CA,5.09,173.0
2518,Ballarat,5037, AU,6.04,220.0
2519,Glenarden,5039, MD,6.05,260.0
2520,Baltimore,5041, MD,5.11,223.0
2521,Carrolton,5043, GA,6.0,205.0
2522,Tallassee,5045, AL,5.09,180.0
2523,Miami,5047, FL,5.08,185.0
2524,Christchurch,5049, NZ,6.04,300.0
2525,Ashburn,5051, GA,6.04,210.0
2526,Los Angeles,5053, CA,6.02,242.0
2527,Accar,5055, GH,6.02,250.0
2528,Coral Springs,5057, FL,6.03,252.0
2529,Miami,5059, FL,6.05,280.0
2530,Los Angeles,5061, CA,6.03,230.0
2531,Harrisburg,5063, PA,6.01,248.0
2532,Avon,5065, IN,6.05,254.0
2533,Halifax,5067, NS,6.04,215.0
2534,Aurora,5069, CO,6.02,242.0
2535,Cranbrook,5071, BC,6.04,245.0
2536,Long Beach,5073, CA,6.07,215.0
2537,Port Barre,5075, LA,6.01,199.0
2538,Long Beach,5077, CA,6.05,227.0
2539,Bakersfield,5079, CA,6.06,335.0
2540,Sammamish,5081, WA,6.06,308.0
2541,Katy,5083, TX,6.02,196.0
2542,Brooklyn,5085, NY,6.02,265.0
2543,New Orleans,5087, LA,6.03,245.0
2544,Fort Lauderdale,5089, FL,6.02,285.0
2545,London,5091, ON,6.07,305.0
2546,Montréal,5093, QC,6.0,245.0
2547,Brampton,5095, ON,6.0,194.0
2548,Edmonton,5097, AB,6.03,280.0
2549,Edmonton,5099, AB,6.04,268.0
2550,St. John's,5101, NL,6.04,295.0
2551,Windsor,5103, ON,6.0,312.0
2553,St. Catharine's,5107, ON,6.02,221.0
2554,Yaounde,5109, CM,5.11,234.0
2555,Calgary,5111, AB,5.11,175.0
2556,Lethbridge,5113, AB,6.03,299.0
2557,Vancouver,5115, BC,5.08,152.0
2558,Vancouver,5117, BC,6.0,207.0
2559,Brantford,5119, ON,6.02,300.0
2560,Windsor,5121, ON,6.05,250.0
2562,Dalemead,5125, AB,6.01,225.0
2563,Pickering,5127, ON,6.05,260.0
2564,Echo Bay,5129, ON,5.11,235.0
2565,Edmonton,5131, AB,5.11,218.0
2566,Medicine Hat,5133, AB,6.04,250.0
2567,Vancouver,5135, BC,5.11,168.0
2568,Surrey,5137, BC,6.04,290.0
2569,Montreal,5139, QC,6.04,290.0
2570,Mississauga,5141, ON,5.11,227.0
2571,Jacksonville,5143, FL,6.0,176.0
2572,Tampa,5145, FL,5.08,158.0
2573,Fayetteville,5147, NC,6.02,250.0
2574,Orlando,5149, FL,6.05,238.0
2575,Winston-Salem,5151, NC,5.11,195.0
2576,Melbourne,5153, FL,6.01,202.0
2577,Charlotte,5155, NC,5.1,180.0
2578,Lancaster,5157, PA,6.03,282.0
2579,Hampton,5159, VA,5.11,225.0
2580,Winnipeg,5161, MB,6.02,304.0
2581,West Palm Beach,5163, FL,5.1,180.0
2582,Brilliant,5165, AL,6.04,312.0
2583,Franklin,5167, LA,6.02,219.0
2584,Jacksonville,5169, FL,5.1,198.0
2585,Lauderhill,5171, FL,6.02,250.0
2586,Compton,5173, CA,6.0,180.0
2587,Carthage,5175, TX,6.02,197.0
2588,Dallas,5177, TX,6.02,193.0
2589,Stamford,5179, CT,6.04,215.0
2590,Moultrie,5181, GA,5.11,177.0
2591,Ajax,5183, ON,6.02,205.0
2592,New Brunswick,5185, NJ,6.04,219.0
2593,Sorel,5187, QC,5.1,175.0
2594,Leland,5189, MS,5.1,182.0
2595,Caldwell,5191, TX,5.09,195.0
2596,Dayton,5193, OH,6.05,319.0
2597,Palm Desert,5195, CA,5.11,200.0
2598,Palm Desert,5197, CA,5.11,200.0
2599,Ramseur,5199, NC,6.0,210.0
2600,Chicago,5201, IL,5.07,185.0
2601,Columbia,5203, SC,6.04,290.0
2602,Toledo,5205, OH,6.01,205.0
2603,Baltimore,5207, MD,5.1,200.0
2604,Tallahassee,5209, FL,6.03,229.0
2605,West Covina,5211, CA,6.02,210.0
2606,Chattanooga,5213, TN,5.11,216.0
2607,Kelowna,5215, BC,6.04,241.0
2608,San Diego,5217, CA,6.01,190.0
2609,Fort Worth,5219, TX,6.0,185.0
2610,Tustin,5221, CA,6.01,250.0
2611,Champaign,5223, IL,6.04,225.0
2612,Columbia,5225, SC,6.0,242.0
2613,Denver,5227, CO,5.06,220.0
2614,Valleyfield,5229, QC,6.04,316.0
2615,Monessen,5231, PA,6.01,282.0
2616,Waldorf,5233, MD,5.11,199.0
2617,St. Helena Island,5235, SC,6.0,191.0
2618,Los Angeles,5237, CA,6.0,174.0
2619,Youngstown,5239, OH,6.06,315.0
2620,Seaside,5241, CA,6.03,195.0
2621,Slidell,5243, LA,5.08,175.0
2622,Manning,5245, SC,6.01,192.0
2623,Berkeley,5247, CA,5.11,193.0
2624,Memphis,5249, TN,6.03,255.0
2625,Waldorf,5251, MD,6.04,250.0
2626,Carlisle,5253, PA,6.0,190.0
2627,Vancouver,5255, BC,6.04,236.0
2628,Riviera Beach,5257, FL,5.1,178.0
2629,Davie,5259, FL,5.07,190.0
2630,Los Angeles,5261, CA,5.11,195.0
2631,Plainfield,5263, IL,5.08,190.0
2632,El Paso,5265, TX,6.04,214.0
2633,Honolulu,5267, HI,6.02,300.0
2634,Newmarket,5269, ON,6.0,195.0
2635,Pelham,5271, AL,6.01,181.0
2636,Roseau,5273, MN,6.0,250.0
2637,Arp,5275, TX,6.05,211.0
2638,Southfield,5277, MI,6.0,262.0
2639,Macon,5279, GA,6.0,196.0
2640,Ajax,5281, ON,6.0,190.0
2641,Miami,5283, FL,5.1,200.0
2642,Fort Lauderdale,5285, FL,6.02,202.0
2643,Miami,5287, FL,6.01,180.0
2645,San Antonio,5291, TX,6.04,220.0
2646,West Hills,5293, CA ,5.1,200.0
2647,Flagstaff,5295, AZ,6.07,280.0
2648,Houston,5297, TX,6.05,255.0
2649,Fresno,5299, CA,6.04,300.0
2650,Minneapolis,5301, MN,5.1,173.0
2651,Aurora,5303, CO,6.01,219.0
2652,Hialeah,5305, FL,5.11,190.0
2653,Auburn,5307, AL,6.01,240.0
2654,Plainfield,5309, IN,6.01,205.0
2655,Quebec City,5311, QC,5.11,270.0
2656,Wheaton,5313, IL,5.1,191.0
2657,Hamilton,5315, ON,5.11,185.0
2658,Sacramento,5317, CA,6.05,298.0
2659,Guelph,5319, ON,6.06,320.0
2660,St. Petersburg,5321, FL,6.03,199.0
2661,Memphis,5323, TN,5.11,225.0
2662,Los Angeles,5325, CA,6.03,215.0
2663,Ypsilanti,5327, MI,6.0,191.0
2664,Paris,5329, TX,6.05,304.0
2665,Atlanta,5331, GE,6.02,247.0
2666,Brookhaven,5333, MS,6.02,275.0
2667,London,5335, ON,6.01,330.0
2668,Tallahassee,5337, FL,6.05,205.0
2669,Reserve,5339, LA,6.0,184.0
2670,St. Louis,5341, MO,6.03,206.0
2671,Regina,5343, SK,6.03,215.0
2672,Moose Jaw,5345, SK,6.0,198.0
2673,Round Rock,5347, TX,5.08,170.0
2674,Reading,5349, PA,6.05,305.0
2675,Boston,5351, MA,6.0,195.0
2676,Cedar Hill,5353, TX,6.01,242.0
2677,New Orleans,5355, LA,5.1,185.0
2678,St. Petersburg,5357, FL,6.05,255.0
2679,Fraser,5359, MI,5.11,210.0
2680,Lubbock,5361, TX,5.11,194.0
2681,Coppell,5363, TX,6.02,225.0
2682,Rochester,5365, NY,6.02,215.0
2683,Mont-Tremblant,5367, QC,5.11,189.0
2684,Rochester,5369, NY,6.02,220.0
2685,Cleveland,5371, OH,6.07,315.0
2686,Steubenville,5373, OH,6.0,216.0
2687,Fort Hood,5375, TX,5.11,175.0
2688,Downers Grove ,5377, IL,6.03,230.0
2689,Cleveland,5379, OH,6.05,296.0
2690,Cincinnati,5381, OH,5.11,200.0
2691,Campell,5383, OH,6.01,200.0
2692,Renton,5385, WA,5.11,204.0
2693,Louisville,5387, KY,5.09,188.0
2694,Charlottte,5389, NC,5.11,215.0
2695,Winston-Salem,5391, NC,5.08,160.0
2696,Miami,5393, FL,5.11,180.0
2697,Jeannette,5395, PA,6.0,200.0
2698,Miami,5397, FL,6.02,296.0
2699,Van Nuys,5399, CA,6.04,220.0
2700,Richmond,5401, VA,6.02,292.0
2701,Orlando,5403, FL,6.02,250.0
2702,Columbia,5405, SC,5.1,195.0
2703,Topeka,5407, KS,5.11,185.0
2704,Lubbock,5409, TX,5.1,196.0
2705,Tallahassee,5411, FL,6.03,184.0
2706,Louisville,5413, KY,6.02,306.0
2707,Riverdale,5415, GA,6.03,278.0
2708,Winnipeg,5417, MB,5.1,238.0
2710,Miami,5421, FL,6.05,210.0
2711,Minneapolis,5423, MN,6.04,280.0
2712,Edmonton,5425, AB,5.1,172.0
2713,Greensboro,5427, NC,6.01,250.0
2714,Beaumont,5429, TX,6.06,325.0
2715,Orange,5431, NJ,6.03,304.0
2716,Washington,5433, DC,6.0,230.0
2717,Houston,5435, TX,6.04,248.0
2718,Oklahoma,5437, City,5.09,190.0
2719,Jackson ,5439, MS,6.0,185.0
2720,Lutz,5441, FL,6.02,220.0
2721,Burlington,5443, ON,5.11,175.0
2722,Travelers Rest,5445, SC,5.11,195.0
2723,Euless,5447, TX,6.01,231.0
2724,Kelowna,5449, BC,6.03,258.0
2725,San Diego,5451, CA,6.03,215.0
2726,Vancouver,5453, BC,6.0,204.0
2727,Sacramento,5455, CA,6.04,254.0
2728,Piscataway,5457, NJ,5.1,180.0
2729,West Covina,5459, CA,6.03,276.0
2730,Columbus,5461, GA,5.1,195.0
2731,Diego Martin,5463, TT,6.08,335.0
2732,Boiling Springs,5465, SC,6.01,201.0
2733,Canton,5467, GA,5.07,175.0
2734,Los Angeles,5469, CA,6.03,250.0
2735,Jackson,5471, MS,6.02,320.0
2736,Tuscaloosa,5473, AL,5.11,192.0
2737,Laurinburg,5475, NC,6.02,250.0
2738,Cherokee,5477, IA,6.02,218.0
2739,Covington,5479, LA,6.04,223.0
2740,York,5481, PA,6.07,300.0
2741,Munford,5483, AL,5.11,197.0
2742,Dallas,5485, TX,6.0,218.0
2743,Milwaukee,5487, WI,6.03,250.0
2744,Chicago,5489, IL,6.04,258.0
2745,Yuma,5491, AZ,5.1,218.0
2746,North Babylon,5493, NY,6.02,285.0
2747,West Chester,5495, OH,6.08,240.0
2748,Monroe,5497, LA,6.01,245.0
2749,Arcadia,5499, IN,6.05,220.0
2750,Tucker,5501, GA,6.04,257.0
2751,Lorain,5503, OH,6.03,265.0
2752,Clearwater,5505, FL,5.09,215.0
2753,Columbus,5507, OH,5.11,185.0
2754,New Orleans,5509, LA,6.03,290.0
2755,Dallas,5511, TX,6.04,255.0
2756,Whitfield,5513, AL,6.02,262.0
2757,Scottsdale,5515, AZ,6.02,324.0
2758,Arima,5517, TT,6.05,320.0
2759,Abbeville,5519, AL,6.03,241.0
2760,Irving,5521, TX,6.01,242.0
2761,West Palm Beach,5523, FL,6.04,224.0
2762,Pleasant Hill,5525, OR,6.06,280.0
2763,Wyoming Park,5527, MI,6.03,205.0
2764,Brampton,5529, ON,5.1,170.0
2765,San Diego,5531, CA,6.03,252.0
2766,Fort Myers,5533, FL,6.03,200.0
2767,Huntsville,5535, AL,5.1,190.0
2768,Houma,5537, LA,5.07,180.0
2769,San  Rafael,5539, CA,5.11,220.0
2770,Staten Island,5541, NY,6.01,300.0
2771,Alameda County,5543, CA,5.11,180.0
2772,Woodinville,5545, WA,6.03,250.0
2773,Houston,5547, TX,5.08,170.0
2774,Nashua,5549, NH,6.07,308.0
2775,Dallas,5551, TX,6.0,228.0
2776,Atlanta,5553, GA,6.01,195.0
2777,Erie,5555, PA,6.06,304.0
2778,Charlotte,5557, NC,6.05,254.0
2779,Memphis,5559, TN,5.11,171.0
2780,Jacksonville,5561, NC,6.04,280.0
2781,Hanover,5563, MD,6.03,220.0
2782,Houston,5565, TX,6.03,215.0
2783,Lackawanna,5567, NY,6.05,218.0
2784,Chattanooga,5569, TN,5.1,180.0
2785,Grand Rapids,5571, MI,5.1,195.0
2786,Dallas,5573, TX,6.0,220.0
2787,Sacramento,5575, CA,5.1,186.0
2788,Minneapolis,5577, MN,6.04,280.0
2789,Charlottesville,5579, VA,6.02,220.0
2790,Baltimore,5581, MD,6.07,320.0
2791,Strongsville,5583, OH,6.0,180.0
2792,Columbus,5585, OH,5.11,197.0
2793,Akron,5587, OH,5.11,198.0
2794,Los Angeles,5589, CA,6.03,215.0
2795,Washington,5591, DC,6.02,213.0
2796,Pickerington,5593, OH,6.03,218.0
2797,Regina,5595, SK,6.02,200.0
2798,Warner Robins,5597, GA,5.1,196.0
2799,Toronto,5599, ON,6.05,289.0
2800,Waldorf,5601, MD,6.03,260.0
2801,Tatum,5603, TX,6.01,215.0
2802,Chicago,5605, IL,6.03,225.0
2803,Montreal,5607, QC,6.02,221.0
2804,Dallas,5609, TX,6.02,237.0
2805,Navasota,5611, TX,6.04,220.0
2806,Norfolk,5613, VA,5.1,175.0
2807,Washington,5615, DC,6.02,220.0
2808,Bronx,5617, NY,5.09,200.0
2809,Virginia Beach,5619, VA,6.03,213.0
2810,Topeka,5621, KS,6.03,315.0
2811,Amityville,5623, NY,6.0,188.0
2812,Georgetown,5625, SC,6.0,220.0
2813,Fort Myers,5627, FL,6.04,236.0
2814,Oshawa,5629, ON,6.05,310.0
2815,Peace River,5631, AB,6.04,305.0
2816,Kinslasa,5633, CG,6.02,233.0
2817,Milton,5635, ON,6.07,322.0
2818,Calgary,5637, AB,5.11,220.0
2819,Queensville,5639, ON,6.02,294.0
2820,Laval,5641, QC,6.03,259.0
2821,Brampton,5643, ON,6.04,259.0
2822,Weyburn,5645, SK,6.02,318.0
2823,Hamilton,5647, ON,6.02,236.0
2824,Toronto,5649, ON,6.06,221.0
2825,Sherbrooke,5651, QC,6.02,270.0
2826,Belleville,5653, ON,6.07,300.0
2827,Arnprior,5655, ON,6.06,294.0
2828,Drummondville,5657, QC,6.0,200.0
2829,Fort Wayne,5659, IN,5.1,180.0
2830,Montreal,5661, QC,6.04,263.0
2831,Mississauga,5663, ON,6.07,280.0
2833,Ronks,5667, PA,6.0,196.0
2834,Chatsworth,5669, CA,6.01,215.0
